PeakID (cmd=annotatePeaks.pl MYC_Cluster2_peaks.bed hg38 -d MYC_VEH_TagDir)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	MYC_VEH_TagDir Tag Count in given bp (58211597.5 Total, normalization factor = 0.17, effective total = 10000000)
1-106	chr22	19478910	19480292	+	85.7	NA	promoter-TSS (NM_003504)	promoter-TSS (NM_003504)	135	NM_001369291	8318		NM_003504	ENSG00000093009	CDC45	CDC45L|CDC45L2|MGORS7|PORC-PI-1	cell division cycle 45	protein-coding	85.55
1-107	chr6	35544387	35545769	+	84.1	NA	Intergenic	Intergenic	-32182	NM_003322	7287		NM_003322	ENSG00000112041	TULP1	LCA15|RP14|TUBL1	TUB like protein 1	protein-coding	84.09
1-108	chr20	36950924	36952306	+	83.7	NA	promoter-TSS (NM_015474)	promoter-TSS (NM_015474)	93	NM_015474	25939		NM_015474	ENSG00000101347	SAMHD1	CHBL2|DCIP|HDDC1|MOP-5|SBBI88|hSAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1	protein-coding	83.66
1-109	chr15	90860382	90861764	+	83.5	NA	Intergenic	MIRb|SINE|MIR	-7515	NM_001382622	5045		NM_002569	ENSG00000140564	FURIN	FUR|PACE|PCSK3|SPC1	furin, paired basic amino acid cleaving enzyme	protein-coding	83.49
1-111	chr16	87908798	87910180	+	83.3	NA	intron (NM_001739, intron 2 of 6)	intron (NM_001739, intron 2 of 6)	27040	NR_159799	763		NM_001739	ENSG00000174990	CA5A	CA5|CA5AD|CAV|CAVA|GS1-21A4.1	carbonic anhydrase 5A	protein-coding	83.32
1-110	chr7	100044011	100045393	+	83.3	NA	intron (NM_001346579, intron 5 of 5)	AluYj4|SINE|Alu	-5072	NM_145914	7589		NM_145914	ENSG00000166529	ZSCAN21	NY-REN-21|ZNF38|Zipro1	zinc finger and SCAN domain containing 21	protein-coding	83.32
1-112	chr1	203048016	203049398	+	82.8	NA	exon (NM_001304331, exon 11 of 30)	exon (NM_001304331, exon 11 of 30)	22216	NM_001304331	8497		NM_015053	ENSG00000143847	PPFIA4	-	PTPRF interacting protein alpha 4	protein-coding	82.80
1-113	chr19	48203320	48204702	+	82.6	NA	non-coding (NR_147707, exon 11 of 11)	non-coding (NR_147707, exon 11 of 11)	33331	NM_199341	374920		NM_199341	ENSG00000185453	ZSWIM9	C19orf68	zinc finger SWIM-type containing 9	protein-coding	82.63
1-114	chr19	48110102	48111484	+	81.3	NA	promoter-TSS (NM_001159323)	promoter-TSS (NM_001159323)	24	NM_003706	8605		NM_003706	ENSG00000105499	PLA2G4C	CPLA2-gamma	phospholipase A2 group IVC	protein-coding	81.34
1-115	chr22	19447066	19448448	+	81.3	NA	promoter-TSS (NM_001166242)	promoter-TSS (NM_001166242)	-46	NM_001166242	128977		NM_173793	ENSG00000242259	C22orf39	Pants	chromosome 22 open reading frame 39	protein-coding	81.17
1-116	chr19	14080936	14082318	+	80.4	NA	TTS (NM_001277378)	TTS (NM_001277378)	4156	NM_001277378	646457		NM_001277378	ENSG00000188032	C19orf67	-	chromosome 19 open reading frame 67	protein-coding	80.22
1-117	chr12	124952352	124953734	+	79.9	NA	intron (NM_032656, intron 20 of 26)	intron (NM_032656, intron 20 of 26)	36088	NM_032656	57647		NM_032656	ENSG00000150990	DHX37	DDX37|Dhr1|NEDBAVC|SRXY11	DEAH-box helicase 37	protein-coding	79.88
1-118	chr6	31157877	31159259	+	78.6	NA	promoter-TSS (NM_007109)	promoter-TSS (NM_007109)	-21	NM_001077511	6941		NM_007109	ENSG00000137310	TCF19	SC1|TCF-19	transcription factor 19	protein-coding	78.59
1-119	chr8	123442625	123444007	+	78.1	NA	intron (NR_133926, intron 6 of 6)	AluSz6|SINE|Alu	26542	NM_018024	55093		NM_018024	ENSG00000156795	NTAQ1	C8orf32|WDYHV1	N-terminal glutamine amidase 1	protein-coding	78.08
1-120	chr17	30824135	30825517	+	77.6	NA	promoter-TSS (NR_073118)	promoter-TSS (NR_073118)	-66	NR_073118	51379		NM_015986	ENSG00000176390	CRLF3	CREME-9|CREME9|CRLM9|CYTOR4|FRWS|p48.2	cytokine receptor like factor 3	protein-coding	77.56
1-121	chr17	78198475	78199857	+	73.2	NA	intron (NM_001010982, intron 2 of 10)	intron (NM_001010982, intron 2 of 10)	11849	NM_001145526	125061		NM_001010982	ENSG00000183077	AFMID	FKF|KF|KFA	arylformamidase	protein-coding	73.18
1-122	chr11	61776440	61777822	+	73.0	NA	intron (NM_013279, intron 11 of 25)	intron (NM_013279, intron 11 of 25)	15430	NR_030342	693196		NR_030342	ENSG00000284108	MIR611	MIRN611|hsa-mir-611	microRNA 611	ncRNA	73.01
1-123	chr4	184648668	184650050	+	72.5	NA	promoter-TSS (NM_001345891)	promoter-TSS (NM_001345891)	88	NM_004346	836		NM_004346	ENSG00000164305	CASP3	CPP32|CPP32B|SCA-1	caspase 3	protein-coding	72.49
1-124	chr7	152710792	152712174	+	70.3	NA	Intergenic	Intergenic	-35342	NM_005431	7516		NM_005431	ENSG00000196584	XRCC2	FANCU|POF17|SPGF50	X-ray repair cross complementing 2	protein-coding	70.26
1-125	chr12	122659219	122660601	+	69.6	NA	Intergenic	MLT1D|LTR|ERVL-MaLR	36089	NR_162094	113218484		NR_162094		MIR9902-1	-	microRNA 9902-1	ncRNA	69.57
1-126	chr7	152664104	152665486	+	67.5	NA	intron (NM_005431, intron 1 of 2)	MER50C|LTR|ERV1	11346	NM_005431	7516		NM_005431	ENSG00000196584	XRCC2	FANCU|POF17|SPGF50	X-ray repair cross complementing 2	protein-coding	67.51
1-127	chr20	5126133	5127515	+	63.3	NA	promoter-TSS (NM_002592)	promoter-TSS (NM_002592)	-184	NM_003818	8760		NM_003818	ENSG00000101290	CDS2	-	CDP-diacylglycerol synthase 2	protein-coding	63.30
1-128	chr11	65354017	65355399	+	62.7	NA	promoter-TSS (NM_145719)	promoter-TSS (NM_145719)	-43	NM_145719	220359		NM_145719	ENSG00000173825	TIGD3	-	tigger transposable element derived 3	protein-coding	62.70
1-129	chr11	61742911	61743318	+	58.3	NA	intron (NM_006133, intron 19 of 19)	AluY|SINE|Alu	-9522	NM_001127392	745		NM_013279	ENSG00000124920	MYRF	11orf9|C11orf9|CUGS|MMERV|MRF|Ndt80|pqn-47	myelin regulatory factor	protein-coding	9.19
1-130	chr11	61747193	61748575	+	58.1	NA	TTS (NM_006133)	TTS (NM_006133)	-4752	NM_001127392	745		NM_013279	ENSG00000124920	MYRF	11orf9|C11orf9|CUGS|MMERV|MRF|Ndt80|pqn-47	myelin regulatory factor	protein-coding	58.06
1-131	chr21	36429444	36430826	+	58.1	NA	Intergenic	Intergenic	36332	NM_012130	23562		NM_012130	ENSG00000159261	CLDN14	DFNB29	claudin 14	protein-coding	58.06
1-132	chr20	5072788	5074170	+	57.8	NA	intron (NM_001330987, intron 3 of 3)	intron (NM_001330987, intron 3 of 3)	39597	NM_001009923	29058		NM_014145	ENSG00000089063	TMEM230	C20orf30|HSPC274|dJ1116H23.2.1	transmembrane protein 230	protein-coding	57.81
1-133	chr3	48222711	48224093	+	56.9	NA	promoter-TSS (NM_004345)	promoter-TSS (NM_004345)	-93	NM_004345	820		NM_004345	ENSG00000164047	CAMP	CAP-18|CAP18|CRAMP|FALL-39|FALL39|HSD26|LL37	cathelicidin antimicrobial peptide	protein-coding	56.95
1-134	chr6	31180028	31181410	+	56.3	NA	intron (NR_152839, intron 1 of 2).7	CpG	5598	NR_152830	100130889		NM_001134284		PSORS1C3	NCRNA00196	psoriasis susceptibility 1 candidate 3	ncRNA	56.26
1-135	chr19	4399587	4400969	+	55.7	NA	intron (NM_001199943, intron 1 of 8)	CpG	269	NM_003025	6455		NM_003025	ENSG00000141985	SH3GL1	CNSA1|EEN|SH3D2B|SH3P8	SH3 domain containing GRB2 like 1, endophilin A2	protein-coding	55.66
1-136	chr6	35736955	35738337	+	52.2	NA	promoter-TSS (NR_027117)	promoter-TSS (NR_027117)	614	NM_001286574	221481		NM_145028	ENSG00000157343	ARMC12	C6orf81|SPGF90	armadillo repeat containing 12	protein-coding	52.22
1-137	chr17	30831359	30832741	+	51.5	NA	promoter-TSS (NM_024857)	promoter-TSS (NM_024857)	84	NM_024857	79915		NM_024857	ENSG00000176208	ATAD5	C17orf41|ELG1|FRAG1	ATPase family AAA domain containing 5	protein-coding	51.45
1-138	chr6	31202788	31204170	+	51.4	NA	non-coding (NR_026791, exon 2 of 2)	non-coding (NR_026791, exon 2 of 2)	5719	NR_026791	253018		NR_026791	ENSG00000206344	HCG27	bCX101P6.9|bPG299F13.9|bQB115I13.2	HLA complex group 27	ncRNA	51.19
1-139	chr5	65562549	65563931	+	49.7	NA	promoter-TSS (NM_022145)	promoter-TSS (NM_022145)	1	NM_001278926	23398		NM_015342	ENSG00000113593	PPWD1	-	peptidylprolyl isomerase domain and WD repeat containing 1	protein-coding	49.73
1-140	chr19	4457045	4458427	+	48.9	NA	promoter-TSS (NM_025241)	promoter-TSS (NM_025241)	58	NM_025241	80700		NM_025241	ENSG00000167671	UBXN6	UBXD1|UBXDC2	UBX domain protein 6	protein-coding	48.87
1-141	chr11	65224666	65226048	+	47.9	NA	intron (NR_033396, intron 6 of 9)	AluJo|SINE|Alu	11517	NR_033396	440044		NM_001004326	ENSG00000293475	SLC22A20P	Oat6|SLC22A20	solute carrier family 22 member 20, pseudogene	pseudo	47.93
1-142	chr17	30905650	30907032	+	46.9	NA	promoter-TSS (NM_024683)	promoter-TSS (NM_024683)	-103	NM_024683	79736		NM_024683	ENSG00000172171	TEFM	C17orf42|COXPD58	transcription elongation factor, mitochondrial	protein-coding	46.90
1-143	chr1	203101372	203102754	+	46.4	NA	Intergenic	Intergenic	-16051	NM_002479	4656		NM_002479	ENSG00000122180	MYOG	MYF4|bHLHc3|myf-4	myogenin	protein-coding	46.38
1-144	chr2	10253534	10254916	+	46.2	NA	Intergenic	Intergenic	-48679	NM_002149	3241		NM_002149	ENSG00000115756	HPCAL1	BDR1|HLP2|VILIP-3	hippocalcin like 1	protein-coding	46.21
1-145	chr17	78226292	78227674	+	45.1	NA	Intergenic	Intergenic	-4310	NM_001204212	283999		NM_001145529	ENSG00000204278	TMEM235	ARGM1	transmembrane protein 235	protein-coding	45.09
1-146	chr1	46197622	46199004	+	44.2	NA	promoter-TSS (NM_001290129)	promoter-TSS (NM_001290129)	121	NM_017739	55624		NM_017739	ENSG00000085998	POMGNT1	GNTI.2|GnT I.2|LGMD2O|LGMDR15|MEB|MGAT1.2|RP76|gnT-I.2	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)	protein-coding	44.24
1-147	chr6	31114171	31115553	+	43.5	NA	promoter-TSS (NM_014068).6	promoter-TSS (NM_014068).6	62	NM_014068	170679		NM_014068	ENSG00000204540	PSORS1C1	C6orf16|SEEK1	psoriasis susceptibility 1 candidate 1	protein-coding	43.55
1-148	chr15	89206423	89207805	+	43.3	NA	Intergenic	Intergenic	14465	NM_000326	6017		NM_000326	ENSG00000140522	RLBP1	CRALBP	retinaldehyde binding protein 1	protein-coding	43.29
1-149	chr1	112881418	112882800	+	42.8	NA	promoter-TSS (NR_162120)	promoter-TSS (NR_162120)	59	NR_162120	113218506		NR_162120		MIR11399	-	microRNA 11399	ncRNA	42.77
1-151	chr19	4470856	4472238	+	40.5	NA	promoter-TSS (NM_001001520)	promoter-TSS (NM_001001520)	-750	NM_001001520	84717		NM_032631	ENSG00000167674	HDGFL2	HDGF-2|HDGF2|HDGFRP2|HRP-2|HRP2	HDGF like 2	protein-coding	40.46
1-150	chr12	125005216	125006598	+	40.5	NA	intron (NM_080626, intron 1 of 2)	MLT1B|LTR|ERVL-MaLR	12262	NM_080626	140707		NM_080626	ENSG00000184992	BRI3BP	BNAS1|HCCR-1|HCCR-2|HCCRBP-1|HCCRBP-3|KG19	BRI3 binding protein	protein-coding	40.46
1-152	chr15	64380582	64381964	+	40.1	NA	intron (NR_109934, intron 1 of 3)	intron (NR_109934, intron 1 of 3)	168	NM_001029989	9768		NM_014736	ENSG00000166803	PCLAF	KIAA0101|L5|NS5ATP9|OEATC|OEATC-1|OEATC1|PAF|PAF15|p15(PAF)|p15/PAF|p15PAF	PCNA clamp associated factor	protein-coding	40.11
1-153	chr7	152698997	152700379	+	39.1	NA	Intergenic	Intergenic	-23547	NM_005431	7516		NM_005431	ENSG00000196584	XRCC2	FANCU|POF17|SPGF50	X-ray repair cross complementing 2	protein-coding	39.08
1-154	chr5	80667729	80669111	+	38.7	NA	intron (NM_002439, intron 3 of 23)	MER52A|LTR|ERV1	-13437	NR_110936	1719		NM_000791	ENSG00000228716	DHFR	DHFR1|DHFRP1|DYR	dihydrofolate reductase	protein-coding	38.65
1-155	chr11	65218989	65220371	+	38.1	NA	intron (NR_033396, intron 3 of 9)	L2a|LINE|L2	5840	NR_033396	440044		NM_001004326	ENSG00000293475	SLC22A20P	Oat6|SLC22A20	solute carrier family 22 member 20, pseudogene	pseudo	38.14
1-156	chr7	100137387	100138769	+	37.7	NA	Intergenic	Intergenic	-10840	NM_001008395	389541		NM_001008395	ENSG00000188186	LAMTOR4	C7orf59	late endosomal/lysosomal adaptor, MAPK and MTOR activator 4	protein-coding	37.71
1-157	chr2	10096830	10098212	+	34.7	NA	Intergenic	Intergenic	-17110	NM_001037160	192668		NM_001037160	ENSG00000205795	CYS1	-	cystin 1	protein-coding	34.70
1-158	chr21	36401653	36403035	+	34.2	NA	intron (NM_005441, intron 7 of 13)	intron (NM_005441, intron 7 of 13)	16952	NM_005441	8208		NM_005441	ENSG00000159259	CHAF1B	CAF-1|CAF-IP60|CAF1|CAF1A|CAF1P60|MPHOSPH7|MPP7	chromatin assembly factor 1 subunit B	protein-coding	34.19
1-159	chr6	35523585	35523804	+	33.6	NA	Intergenic	AluSx1|SINE|Alu	-10798	NM_003322	7287		NM_003322	ENSG00000112041	TULP1	LCA15|RP14|TUBL1	TUB like protein 1	protein-coding	3.01
1-160	chr20	5065362	5066744	+	32.1	NA	Intergenic	Intergenic	47023	NM_001009923	29058		NM_014145	ENSG00000089063	TMEM230	C20orf30|HSPC274|dJ1116H23.2.1	transmembrane protein 230	protein-coding	32.12
1-161	chr4	153294649	153295997	+	31.8	NA	exon (NM_001375514, exon 6 of 12)	exon (NM_001375514, exon 6 of 12)	13488	NR_001562	303		NR_001562		ANXA2P1	ANX2L1|ANX2P1|LPC2A	annexin A2 pseudogene 1	pseudo	31.61
1-162	chr1	112903649	112905031	+	31.7	NA	Intergenic	LTR8|LTR|ERV1	-19010	NR_002796	246182		NR_002796		AKR7A2P1	AFARP1	AKR7A2 pseudogene 1	pseudo	31.69
1-163	chr2	10187792	10189174	+	31.0	NA	intron (NR_164157, intron 11 of 12)	MLT1B|LTR|ERVL-MaLR	4188	NR_036222	100422929		NR_036222	ENSG00000265418	MIR4261	-	microRNA 4261	ncRNA	31.01
1-164	chr12	122610411	122611793	+	30.3	NA	intron (NM_014708, intron 53 of 63)	intron (NM_014708, intron 53 of 63)	83853	NM_014708	9735		NM_014708	ENSG00000184445	KNTC1	ROD	kinetochore associated 1	protein-coding	30.32
1-165	chr19	48189978	48191360	+	30.3	NA	intron (NM_199341, intron 3 of 3)	MLT1I|LTR|ERVL-MaLR	19989	NM_199341	374920		NM_199341	ENSG00000185453	ZSWIM9	C19orf68	zinc finger SWIM-type containing 9	protein-coding	30.32
1-166	chr1	46278325	46279707	+	30.2	NA	TTS (NM_003579)	TTS (NM_003579)	24600	NM_006369	10489		NM_006369	ENSG00000132128	LRRC41	MUF1|PP7759	leucine rich repeat containing 41	protein-coding	30.23
1-167	chr19	48102725	48104107	+	29.2	NA	intron (NM_003706, intron 4 of 16)	intron (NM_003706, intron 4 of 16)	7401	NM_003706	8605		NM_003706	ENSG00000105499	PLA2G4C	CPLA2-gamma	phospholipase A2 group IVC	protein-coding	29.20
1-168	chr11	19276552	19277934	+	26.1	NA	Intergenic	Intergenic	-35588	NM_001256372	79733		NM_024680	ENSG00000129173	E2F8	E2F-8	E2F transcription factor 8	protein-coding	26.11
1-169	chr2	10102861	10104243	+	25.0	NA	Intergenic	Intergenic	-19016	NM_001165931	6241		NM_001034	ENSG00000171848	RRM2	C2orf48|R2|RR2|RR2M	ribonucleotide reductase regulatory subunit M2	protein-coding	25.00
1-170	chr14	49721396	49722778	+	23.8	NA	intron (NM_172193, intron 4 of 12)	intron (NM_172193, intron 4 of 12)	28967	NM_172193	122773		NM_172193	ENSG00000197776	KLHDC1	MST025	kelch domain containing 1	protein-coding	23.79
1-171	chr12	77049513	77050895	+	21.8	NA	intron (NM_203394, intron 4 of 12)	intron (NM_203394, intron 4 of 12)	15365	NM_203394	144455		NM_203394	ENSG00000165891	E2F7	-	E2F transcription factor 7	protein-coding	21.82
1-172	chr6	35600979	35602361	+	21.5	NA	intron (NM_001145775, intron 6 of 11)	intron (NM_001145775, intron 6 of 11)	63119	NR_049873	100847048		NR_049873	ENSG00000265527	MIR5690	-	microRNA 5690	ncRNA	21.47
1-173	chr12	122637379	122638761	+	21.5	NA	Intergenic	Intergenic	57929	NR_162094	113218484		NR_162094		MIR9902-1	-	microRNA 9902-1	ncRNA	21.47
1-175	chr11	19268465	19269847	+	21.0	NA	Intergenic	Intergenic	-27501	NM_001256372	79733		NM_024680	ENSG00000129173	E2F8	E2F-8	E2F transcription factor 8	protein-coding	20.96
1-174	chr6	35552800	35554182	+	21.0	NA	Intergenic	Intergenic	-40595	NM_003322	7287		NM_003322	ENSG00000112041	TULP1	LCA15|RP14|TUBL1	TUB like protein 1	protein-coding	20.96
1-176	chr12	125031894	125033276	+	20.6	NA	Intergenic	AluJr|SINE|Alu	-5162	NR_110375	102659353		NR_110375	ENSG00000280634	THRIL	BRI3BP-AS1|BRI3BPAS1|Linc1992|TCONS_00020260	TNF and HNRNPL related immunoregulatory long non-coding RNA	ncRNA	20.61
1-178	chr6	24761024	24762406	+	20.5	NA	Intergenic	MER52C|LTR|ERV1	-13222	NM_001251990	51053		NM_015895	ENSG00000112312	GMNN	Gem|MGORS6	geminin DNA replication inhibitor	protein-coding	20.53
1-177	chr5	65481340	65482722	+	20.5	NA	promoter-TSS (NR_135689)	promoter-TSS (NR_135689)	-111	NM_197941	11174		NM_014273	ENSG00000049192	ADAMTS6	ADAM-TS 6|ADAM-TS6|ADAMTS-6	ADAM metallopeptidase with thrombospondin type 1 motif 6	protein-coding	20.53
1-179	chr16	46742455	46743837	+	20.5	NA	intron (NM_001308301, intron 1 of 11)	intron (NM_001308301, intron 1 of 11)	5198	NM_182493	91807		NM_182493	ENSG00000140795	MYLK3	MLCK|MLCK2|caMLCK	myosin light chain kinase 3	protein-coding	20.53
1-181	chr17	30921397	30922779	+	19.7	NA	exon (NM_018404, exon 1 of 11)	exon (NM_018404, exon 1 of 11)	143	NM_018404	55803		NM_018404	ENSG00000184060	ADAP2	CENTA2|HSA272195|cent-b	ArfGAP with dual PH domains 2	protein-coding	19.67
1-180	chr4	153432640	153434022	+	19.7	NA	Intergenic	Intergenic	-33015	NM_015196	23240		NM_015196	ENSG00000121210	TMEM131L	KIAA0922	transmembrane 131 like	protein-coding	19.58
1-182	chr3	48194031	48195413	+	19.2	NA	Intergenic	Intergenic	-1842	NR_039645	100616407		NR_039645	ENSG00000265483	MIR4443	mir-4443	microRNA 4443	ncRNA	19.24
1-183	chr12	122485800	122487182	+	19.1	NA	intron (NM_017612, intron 5 of 13)	L2a|LINE|L2	14441	NM_001350935	55596		NM_017612	ENSG00000033030	ZCCHC8	PFBMFT5	zinc finger CCHC-type containing 8	protein-coding	18.98
1-184	chr3	48151027	48152409	+	19.0	NA	Intergenic	Intergenic	36699	NM_001789	993		NM_001789	ENSG00000164045	CDC25A	CDC25A2	cell division cycle 25A	protein-coding	18.98
1-185	chr15	64334017	64335399	+	18.2	NA	intron (NM_001329606, intron 1 of 11)	MER1A|DNA|hAT-Charlie	21465	NM_001329605	53944		NM_022048	ENSG00000169118	CSNK1G1	CK1gamma1	casein kinase 1 gamma 1	protein-coding	18.21
1-187	chr4	184765172	184766554	+	15.4	NA	intron (NR_167706, intron 15 of 21)	intron (NR_167706, intron 15 of 21)	-31767	NR_104593	79682		NM_024629	ENSG00000151725	CENPU	CENP50|CENPU50|KLIP1|MLF1IP|PBIP1	centromere protein U	protein-coding	15.37
1-186	chr1	46222982	46224364	+	15.4	NA	Intergenic	Intergenic	-3368	NM_001243766	55624		NM_017739	ENSG00000085998	POMGNT1	GNTI.2|GnT I.2|LGMD2O|LGMDR15|MEB|MGAT1.2|RP76|gnT-I.2	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)	protein-coding	15.37
1-188	chr21	36408315	36409697	+	14.3	NA	intron (NM_005441, intron 9 of 13)	AluSq2|SINE|Alu	23614	NM_005441	8208		NM_005441	ENSG00000159259	CHAF1B	CAF-1|CAF-IP60|CAF1|CAF1A|CAF1P60|MPHOSPH7|MPP7	chromatin assembly factor 1 subunit B	protein-coding	14.34
1-189	chr1	46285265	46286647	+	13.7	NA	exon (NM_006369, exon 4 of 10)	exon (NM_006369, exon 4 of 10)	17660	NM_006369	10489		NM_006369	ENSG00000132128	LRRC41	MUF1|PP7759	leucine rich repeat containing 41	protein-coding	13.66
1-190	chr18	623128	624510	+	13.4	NA	intron (NM_001375492, intron 5 of 10)	intron (NM_001375492, intron 5 of 10)	7119	NM_199167	27098		NM_014410	ENSG00000079101	CLUL1	RA337M	clusterin like 1	protein-coding	13.40
1-191	chr12	76984237	76985619	+	11.8	NA	Intergenic	AluSq2|SINE|Alu	80641	NM_203394	144455		NM_203394	ENSG00000165891	E2F7	-	E2F transcription factor 7	protein-coding	11.77
