PeakID (cmd=annotatePeaks.pl MYC_Cluster1_peaks.bed hg38 -d MYC_VEH_TagDir)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	MYC_VEH_TagDir Tag Count in given bp (58211597.5 Total, normalization factor = 0.17, effective total = 10000000)
1-105	chr14	55102536	55103918	+	139.0	NA	Intergenic	Intergenic	-26025	NM_001357678	3958		NM_002306	ENSG00000131981	LGALS3	CBP35|GAL3|GALBP|GALIG|L31|LGALS2|MAC2	galectin 3	protein-coding	138.98
1-106	chr19	12801062	12802444	+	137.3	NA	promoter-TSS (NM_005809)	promoter-TSS (NM_005809)	47	NM_005809	7001		NM_005809	ENSG00000167815	PRDX2	HEL-S-2a|NKEF-B|NKEFB|PRP|PRX2|PRXII|PTX1|TDPX1|TPX1|TSA	peroxiredoxin 2	protein-coding	137.34
1-107	chr8	66541584	66542966	+	136.1	NA	Intergenic	Intergenic	48709	NM_152765	254778		NM_152765	ENSG00000169085	VXN	C8orf46	vexin	protein-coding	135.97
1-108	chr1	202341126	202342508	+	133.6	NA	intron (NM_014176, intron 1 of 6)	intron (NM_014176, intron 1 of 6)	119	NM_014176	29089		NM_014176	ENSG00000077152	UBE2T	FANCT|HSPC150|PIG50	ubiquitin conjugating enzyme E2 T	protein-coding	133.56
1-109	chr4	17780688	17782070	+	132.4	NA	5' UTR (NM_015688, exon 1 of 18)	5' UTR (NM_015688, exon 1 of 18)	242	NM_015688	27146		NM_015688	ENSG00000047662	FAM184B	-	family with sequence similarity 184 member B	protein-coding	132.36
1-110	chr1	37689758	37691140	+	132.3	NA	promoter-TSS (NM_001350756)	promoter-TSS (NM_001350756)	80	NM_001350761	54955		NM_017850	ENSG00000116922	AIRIM	C1orf109	AFG2 interacting ribosome maturation factor	protein-coding	132.19
1-111	chr12	53267721	53269103	+	130.6	NA	intron (NM_012291, intron 1 of 30)	CpG	113	NM_012291	9700		NM_012291	ENSG00000135476	ESPL1	ESP1|SEPA	extra spindle pole bodies like 1, separase	protein-coding	130.64
1-112	chr6	30751723	30753105	+	129.1	NA	Intergenic	Intergenic	-7867	NM_003897	8870		NM_003897	ENSG00000137331	IER3	DIF-2|DIF2|GLY96|IEX-1|IEX-1L|IEX1|PRG1	immediate early response 3	protein-coding	128.75
1-113	chr1	50959604	50960986	+	127.6	NA	promoter-TSS (NM_007051)	promoter-TSS (NM_007051)	-28	NM_007051	11124		NM_007051	ENSG00000185104	FAF1	CGI-03|HFAF1s|UBXD12|UBXN3A|hFAF1	Fas associated factor 1	protein-coding	127.55
1-114	chr17	8186784	8188166	+	127.1	NA	TTS (NM_017622)	TTS (NM_017622)	530	NR_039746	100616406		NR_039746	ENSG00000283160	MIR4521	mir-4521	microRNA 4521	ncRNA	127.12
1-115	chr3	44761048	44762430	+	126.7	NA	promoter-TSS (NM_020242)	promoter-TSS (NM_020242)	-55	NM_020242	56992		NM_020242	ENSG00000163808	KIF15	BRDCS2|HKLP2|KLP2|KNSL7|NY-BR-62	kinesin family member 15	protein-coding	126.69
1-116	chr19	36013820	36015202	+	126.6	NA	promoter-TSS (NM_198867)	promoter-TSS (NM_198867)	9	NM_001290056	101927572		NM_001290056		LOC101927572	-	uncharacterized LOC101927572	ncRNA	126.61
1-117	chr3	20185534	20186916	+	126.5	NA	promoter-TSS (NM_001012412)	promoter-TSS (NM_001012412)	8	NM_001199255	151648		NM_138484	ENSG00000129810	SGO1	CAID|NY-BR-85|SGO|SGOL1	shugoshin 1	protein-coding	126.52
1-118	chr5	177351077	177352459	+	125.1	NA	promoter-TSS (NM_006816)	promoter-TSS (NM_006816)	-100	NM_006816	10960		NM_006816	ENSG00000169223	LMAN2	C5orf8|GP36B|VIP36	lectin, mannose binding 2	protein-coding	125.15
1-119	chr19	11142308	11143690	+	124.9	NA	Intergenic	Intergenic	12783	NM_001317033									124.89
1-120	chr1	25858683	25860065	+	124.6	NA	promoter-TSS (NM_001287490)	promoter-TSS (NM_001287490)	83	NM_024037	79000		NM_024037	ENSG00000127423	AUNIP	AIBP|C1orf135	aurora kinase A and ninein interacting protein	protein-coding	124.63
1-121	chr14	55122037	55123419	+	122.5	NA	Intergenic	Intergenic	-6524	NM_001357678	3958		NM_002306	ENSG00000131981	LGALS3	CBP35|GAL3|GALBP|GALIG|L31|LGALS2|MAC2	galectin 3	protein-coding	122.40
1-122	chr3	121545108	121546490	+	122.2	NA	exon (NM_199420, exon 1 of 30)	exon (NM_199420, exon 1 of 30)	189	NM_199420	10721		NM_006596	ENSG00000051341	POLQ	PRO0327	DNA polymerase theta	protein-coding	122.23
1-123	chr17	8209820	8211202	+	121.2	NA	promoter-TSS (NM_001313955)	promoter-TSS (NM_001313955)	64	NM_001313955	9212		NM_004217	ENSG00000178999	AURKB	AIK2|AIM-1|AIM1|ARK-2|ARK2|AurB|IPL1|PPP1R48|STK-1|STK12|STK5|aurkb-sv1|aurkb-sv2	aurora kinase B	protein-coding	121.20
1-124	chr12	49104980	49106362	+	119.7	NA	intron (NM_001352163, intron 2 of 15)	intron (NM_001352163, intron 2 of 15)	5229	NM_001300751	55716		NM_018113	ENSG00000139636	LMBR1L	LIMR	limb development membrane protein 1 like	protein-coding	119.74
1-125	chr6	80003845	80005227	+	119.0	NA	promoter-TSS (NM_001166691)	promoter-TSS (NM_001166691)	-69	NM_001166691	7272		NM_003318	ENSG00000112742	TTK	CT96|ESK|MPH1|MPS1|MPS1L1|PYT	TTK protein kinase	protein-coding	118.96
1-126	chr3	150703199	150704581	+	118.3	NA	promoter-TSS (NM_152394)	promoter-TSS (NM_152394)	30	NM_152394	131831		NM_152394	ENSG00000163645	ERICH6	C3orf44|ERICH6A|FAM194A	glutamate rich 6	protein-coding	118.28
1-127	chr19	12806047	12807429	+	117.6	NA	exon (NM_006397, exon 1 of 8)	exon (NM_006397, exon 1 of 8)	154	NM_006397	10535		NM_006397	ENSG00000104889	RNASEH2A	AGS4|JUNB|RNASEHI|RNHIA|RNHL	ribonuclease H2 subunit A	protein-coding	117.59
1-128	chr12	123250416	123251798	+	117.1	NA	intron (NM_001194995, intron 1 of 2)	L1PBa1|LINE|L1	17147	NM_001270434	8099		NM_004642	ENSG00000111328	CDK2AP1	DOC1|DORC1|ST19|doc-1|p12DOC-1	cyclin dependent kinase 2 associated protein 1	protein-coding	117.07
1-129	chr12	110449494	110450876	+	114.8	NA	intron (NM_001287222, intron 1 of 6)	CpG	152	NM_001278556	10094		NM_001278556	ENSG00000111229	ARPC3	ARC21|p21-Arc	actin related protein 2/3 complex subunit 3	protein-coding	114.84
1-130	chrX	72276405	72277787	+	114.5	NA	intron (NM_001007, intron 1 of 6)	CpG	152	NM_001007	6191		NM_001007	ENSG00000198034	RPS4X	CCG2|DXS306|RPS4|S4|SCAR|SCR10|eS4	ribosomal protein S4 X-linked	protein-coding	114.50
1-131	chr2	112726046	112727428	+	114.3	NA	exon (NM_001350494, exon 15 of 17)	exon (NM_001350494, exon 15 of 17)	5251	NM_001350494	284958		NM_001350494	ENSG00000144130	NT5DC4	-	5'-nucleotidase domain containing 4	protein-coding	114.32
1-132	chr19	41351641	41353023	+	113.9	NA	intron (NM_000660, intron 1 of 6)	intron (NM_000660, intron 1 of 6)	1590	NM_000660	7040		NM_000660	ENSG00000105329	TGFB1	CED|DPD1|IBDIMDE|LAP|TGF-beta1|TGFB|TGFbeta	transforming growth factor beta 1	protein-coding	113.64
1-133	chr1	200620137	200621519	+	112.1	NA	promoter-TSS (NM_014875)	promoter-TSS (NM_014875)	-77	NM_014875	9928		NM_014875	ENSG00000118193	KIF14	MCPH20|MKS12	kinesin family member 14	protein-coding	112.09
1-134	chr18	2570740	2572122	+	112.0	NA	promoter-TSS (NM_006101)	promoter-TSS (NM_006101)	74	NM_001308401	64863		NM_022840	ENSG00000101574	METTL4	HsT661	methyltransferase 4, N6-adenosine	protein-coding	112.01
1-135	chr6	33409715	33411097	+	110.8	NA	promoter-TSS (NR_027692).2	promoter-TSS (NR_027692).2	-608	NR_027692	5252		NM_002636	ENSG00000112511	PHF1	MTF2L2|PCL1|PHF2|TDRD19C|hPHF1	PHD finger protein 1	protein-coding	110.63
1-136	chr12	6867148	6868530	+	110.6	NA	promoter-TSS (NM_001258026)	promoter-TSS (NM_001258026)	-275	NM_001258026	7167		NM_000365	ENSG00000111669	TPI1	HEL-S-49|TIM|TPI|TPID	triosephosphate isomerase 1	protein-coding	110.54
1-137	chr17	44946928	44948310	+	108.7	NA	intron (NM_001264573, intron 1 of 14)	CpG	154	NM_001265577	146909		NM_001080443	ENSG00000186185	KIF18B	-	kinesin family member 18B	protein-coding	108.74
1-138	chr8	66512176	66513558	+	108.5	NA	intron (NM_152765, intron 4 of 5)	intron (NM_152765, intron 4 of 5)	19301	NM_152765	254778		NM_152765	ENSG00000169085	VXN	C8orf46	vexin	protein-coding	108.48
1-139	chr10	92591245	92592627	+	107.6	NA	Intergenic	Intergenic	-1194	NM_004523	3832		NM_004523	ENSG00000138160	KIF11	EG5|HKSP|KNSL1|MCLMR|TRIP5	kinesin family member 11	protein-coding	107.62
1-140	chr11	4094071	4095453	+	106.8	NA	promoter-TSS (NM_001318064)	promoter-TSS (NM_001318064)	-37	NM_001033	6240		NM_001033	ENSG00000167325	RRM1	PEOB6|R1|RIR1|RR1	ribonucleotide reductase catalytic subunit M1	protein-coding	106.77
1-141	chr11	65026866	65028248	+	104.4	NA	non-coding (NR_037650, exon 4 of 11)	non-coding (NR_037650, exon 4 of 11)	118	NM_013306	29907		NM_013306	ENSG00000110025	SNX15	HSAF001435	sorting nexin 15	protein-coding	104.36
1-142	chr1	1020967	1021928	+	104.3	NA	intron (NM_198576, intron 1 of 35)	intron (NM_198576, intron 1 of 35)	1327	NM_198576	375790		NM_198576	ENSG00000188157	AGRN	AGRIN|CMS8|CMSPPD	agrin	protein-coding	86.58
1-143	chr6	153002082	153003464	+	103.7	NA	promoter-TSS (NM_001301871)	promoter-TSS (NM_001301871)	42	NM_001301872	54516		NM_019041	ENSG00000112031	MTRF1L	HMRF1L|MRF1L|mtRF1a	mitochondrial translation release factor 1 like	protein-coding	103.67
1-144	chr21	46317656	46319038	+	102.1	NA	promoter-TSS (NM_001286463)	promoter-TSS (NM_001286463)	-127	NM_001286463	54058		NM_058180	ENSG00000160298	C21orf58	-	chromosome 21 open reading frame 58	protein-coding	102.13
1-145	chr12	49110051	49111433	+	101.9	NA	5' UTR (NM_001352167, exon 1 of 15)	5' UTR (NM_001352167, exon 1 of 15)	158	NM_001300751	55716		NM_018113	ENSG00000139636	LMBR1L	LIMR	limb development membrane protein 1 like	protein-coding	101.87
1-146	chrX	101051115	101052497	+	100.0	NA	5' UTR (NM_001167972, exon 1 of 13)	5' UTR (NM_001167972, exon 1 of 13)	305	NM_024917	79979		NM_024917	ENSG00000188917	TRMT2B	CXorf34|dJ341D10.3	tRNA methyltransferase 2 homolog B	protein-coding	99.98
1-147	chr19	41363489	41364871	+	99.5	NA	promoter-TSS (NM_030578)	promoter-TSS (NM_030578)	-31	NM_030578	80776		NM_030578	ENSG00000123810	B9D2	ICIS-1|JBTS34|MKS10|MKSR-2|MKSR2	B9 domain containing 2	protein-coding	99.46
1-148	chr19	11155023	11156405	+	99.4	NA	promoter-TSS (NM_182513)	promoter-TSS (NM_182513)	68	NM_001317033									99.29
1-149	chrX	72238457	72239839	+	98.2	NA	promoter-TSS (NM_017669)	promoter-TSS (NM_017669)	-121	NM_001009954	54821		NM_017669	ENSG00000186871	ERCC6L	PICH|RAD26L	ERCC excision repair 6 like, spindle assembly checkpoint helicase	protein-coding	98.18
1-150	chr5	177362445	177362757	+	97.7	NA	intron (NM_006480, intron 1 of 14)	intron (NM_006480, intron 1 of 14)	4677	NM_006480	10636		NM_006480	ENSG00000169220	RGS14	-	regulator of G protein signaling 14	protein-coding	5.75
1-152	chr6	30730403	30731785	+	96.2	NA	exon (NM_005803, exon 9 of 13)	exon (NM_005803, exon 9 of 13)	9456	NM_001293216	203068		NM_178014	ENSG00000196230	TUBB	CDCBM6|CSCSC1|M40|OK/SW-cl.56|TUBB1|TUBB5	tubulin beta class I	protein-coding	96.20
1-151	chr6	30730403	30731785	+	96.2	NA	exon (NM_005803, exon 9 of 13)	exon (NM_005803, exon 9 of 13)	9456	NM_001293216	203068		NM_178014	ENSG00000196230	TUBB	CDCBM6|CSCSC1|M40|OK/SW-cl.56|TUBB1|TUBB5	tubulin beta class I	protein-coding	96.20
1-153	chr10	128046758	128048140	+	95.5	NA	promoter-TSS (NM_001323357)	promoter-TSS (NM_001323357)	-163	NM_130435	5791		NM_006504	ENSG00000132334	PTPRE	HPTPE|PTPE|R-PTP-EPSILON	protein tyrosine phosphatase receptor type E	protein-coding	95.51
1-154	chr12	119876679	119878061	+	95.2	NA	promoter-TSS (NM_001206999)	promoter-TSS (NM_001206999)	-50	NM_007174	11113		NM_007174	ENSG00000122966	CIT	CITK|CRIK|MCPH17|STK21	citron rho-interacting serine/threonine kinase	protein-coding	95.08
1-155	chr5	958355	959737	+	94.7	NA	Intergenic	CpG	38294	NR_104614	100506688		NM_001242737	ENSG00000215246	LINC02982	-	long intergenic non-protein coding RNA 2982	ncRNA	94.74
1-156	chr17	51120963	51122345	+	93.7	NA	promoter-TSS (NM_003971)	promoter-TSS (NM_003971)	-786	NM_003971	9043		NM_003971	ENSG00000008294	SPAG9	CT89|HLC-6|HLC4|HLC6|JIP-4|JIP4|JLP|PHET|PIG6	sperm associated antigen 9	protein-coding	93.71
1-157	chr8	41489991	41491373	+	93.5	NA	promoter-TSS (NM_001362980)	promoter-TSS (NM_001362980)	70	NR_156425	51125		NM_016099	ENSG00000147533	GOLGA7	GCP16|GOLGA3AP1|GOLGA7A|HSPC041	golgin A7	protein-coding	93.45
1-158	chr17	40417270	40418652	+	92.6	NA	promoter-TSS (NM_001067)	promoter-TSS (NM_001067)	-65	NM_001067	7153		NM_001067	ENSG00000131747	TOP2A	TOP2|TOP2alpha|TOPIIA|TP2A	DNA topoisomerase II alpha	protein-coding	92.51
1-159	chr1	156615839	156617221	+	92.2	NA	intron (NR_135113, intron 1 of 1)	intron (NR_135113, intron 1 of 1)	-2885	NM_021817	60484		NM_021817	ENSG00000132702	HAPLN2	BRAL1	hyaluronan and proteoglycan link protein 2	protein-coding	92.25
1-160	chr19	41439218	41440600	+	89.8	NA	promoter-TSS (NM_001320841)	promoter-TSS (NM_001320841)	3	NR_135477	55101		NM_018035	ENSG00000105341	DMAC2	ATP5SL	distal membrane arm assembly component 2	protein-coding	89.76
1-161	chr1	1115375	1116757	+	88.8	NA	promoter-TSS (NM_001330306)	promoter-TSS (NM_001330306)	23	NM_001330306	54991		NM_017891	ENSG00000131591	C1orf159	-	chromosome 1 open reading frame 159	protein-coding	88.64
1-162	chr12	6890611	6891993	+	86.4	NA	Intergenic	CpG	-1944	NR_135083	105369632		NR_135083	ENSG00000111671	LOC105369632	-	uncharacterized LOC105369632	ncRNA	86.41
1-163	chr1	50967800	50969182	+	85.8	NA	promoter-TSS (NM_001262)	promoter-TSS (NM_001262)	-204	NM_001262	1031		NM_001262	ENSG00000123080	CDKN2C	INK4C|p18|p18-INK4C	cyclin dependent kinase inhibitor 2C	protein-coding	85.81
1-164	chr1	25819474	25820856	+	85.4	NA	promoter-TSS (NM_001099626)	promoter-TSS (NM_001099626)	-28	NM_019557	56181		NM_019557	ENSG00000117640	MTFR1L	FAM54B|HYST1888|MST116|MSTP116	mitochondrial fission regulator 1 like	protein-coding	85.38
1-165	chr3	150751128	150752510	+	84.5	NA	intron (NM_005067, intron 1 of 1)	FLAM_C|SINE|Alu	11350	NM_005067	6478		NM_005067	ENSG00000181788	SIAH2	hSiah2	siah E3 ubiquitin protein ligase 2	protein-coding	84.52
1-166	chr4	1727409	1728791	+	83.7	NA	exon (NM_006342, exon 4 of 16)	exon (NM_006342, exon 4 of 16)	6579	NM_006342	10460		NM_006342	ENSG00000013810	TACC3	ERIC-1|ERIC1|Tacc4|maskin	transforming acidic coiled-coil containing protein 3	protein-coding	83.75
1-167	chr2	96352619	96354001	+	83.6	NA	exon (NM_001281710, exon 8 of 18)	exon (NM_001281710, exon 8 of 18)	17544	NM_001281710	23397		NM_015341	ENSG00000121152	NCAPH	BRRN1|CAP-H|CAPH|MCPH23|NCAPH1	non-SMC condensin I complex subunit H	protein-coding	83.57
1-168	chr8	127781962	127783344	+	83.3	NA	Intergenic	Intergenic	-11880	NR_003367	5820		NR_003367	ENSG00000249859	PVT1	LINC00079|MIR1204HG|NCRNA00079|TP53LC09|onco-lncRNA-100	Pvt1 oncogene	ncRNA	83.32
1-169	chrX	72180827	72182209	+	83.0	NA	promoter-TSS (NM_001170747)	promoter-TSS (NM_001170747)	-158	NM_001170747	5303		NM_006223	ENSG00000102309	PIN4	EPVH|PAR14|PAR17|hEPVH|hPar14|hPar17	peptidylprolyl cis/trans isomerase, NIMA-interacting 4	protein-coding	82.97
1-170	chr12	4538009	4539391	+	82.1	NA	promoter-TSS (NM_001346155)	promoter-TSS (NM_001346155)	-190	NM_001130862	10635		NM_006479	ENSG00000111247	RAD51AP1	PIR51	RAD51 associated protein 1	protein-coding	82.11
1-171	chr19	12847076	12848458	+	81.5	NA	intron (NM_014975, intron 6 of 25)	CpG-13813	-4493	NR_106852	102466196		NR_106852	ENSG00000276181	MIR6794	hsa-mir-6794	microRNA 6794	ncRNA	81.51
1-172	chr3	44861175	44862557	+	79.5	NA	promoter-TSS (NR_030290)	promoter-TSS (NR_030290)	-22	NR_030290	693149		NR_030290	ENSG00000284498	MIR564	MIRN564|hsa-mir-564	microRNA 564	ncRNA	79.54
1-173	chr14	55190932	55192314	+	77.6	NA	promoter-TSS (NM_001146015)	promoter-TSS (NM_001146015)	-38	NM_014750	9787		NM_014750	ENSG00000126787	DLGAP5	DLG7|HURP	DLG associated protein 5	protein-coding	77.65
1-174	chr6	30672247	30673629	+	77.6	NA	promoter-TSS (NM_003587).3	promoter-TSS (NM_003587).3	68	NM_003587	8449		NM_003587	ENSG00000204560	DHX16	DBP2|DDX16|NMOAS|PRO2014|PRP8|PRPF2|Prp2	DEAH-box helicase 16	protein-coding	77.56
1-175	chr6	30672247	30673629	+	77.6	NA	promoter-TSS (NM_003587).3	promoter-TSS (NM_003587).3	68	NM_003587	8449		NM_003587	ENSG00000204560	DHX16	DBP2|DDX16|NMOAS|PRO2014|PRP8|PRPF2|Prp2	DEAH-box helicase 16	protein-coding	77.56
1-176	chr9	36572278	36573660	+	76.7	NA	promoter-TSS (NM_014791)	promoter-TSS (NM_014791)	74	NM_014791	9833		NM_014791	ENSG00000165304	MELK	HPK38	maternal embryonic leucine zipper kinase	protein-coding	76.62
1-177	chr17	40362478	40363860	+	76.7	NA	exon (NM_152219, exon 1 of 1)	exon (NM_152219, exon 1 of 1)	1568	NM_152219	125111		NM_152219	ENSG00000183153	GJD3	CX31.9|Cx30.2|GJA11|GJC1	gap junction protein delta 3	protein-coding	76.70
1-178	chr1	156571753	156573135	+	76.6	NA	intron (NM_178229, intron 1 of 37)	CpG	121	NM_178229	128239		NM_178229	ENSG00000183856	IQGAP3	-	IQ motif containing GTPase activating protein 3	protein-coding	76.62
1-179	chr5	43514397	43515779	+	74.5	NA	promoter-TSS (NM_198566)	promoter-TSS (NM_198566)	60	NM_198566	375444		NM_198566	ENSG00000172244	C5orf34	-	chromosome 5 open reading frame 34	protein-coding	74.47
1-180	chr19	11196923	11198305	+	74.0	NA	promoter-TSS (NM_001136191)	promoter-TSS (NM_001136191)	-69	NM_001379550	25959		NM_015493	ENSG00000197256	KANK2	ANKRD25|MXRA3|NPHS16|PPKWH|SIP	KN motif and ankyrin repeat domains 2	protein-coding	74.04
1-181	chr12	119803702	119805084	+	72.5	NA	intron (NM_007174, intron 9 of 46)	CpG	72927	NM_001206999	11113		NM_007174	ENSG00000122966	CIT	CITK|CRIK|MCPH17|STK21	citron rho-interacting serine/threonine kinase	protein-coding	72.49
1-182	chr2	96321073	96322455	+	72.1	NA	Intergenic	CpG	-3553	NM_001008949	150771		NM_178495	ENSG00000198885	ITPRIPL1	D1B|KIAA1754L	ITPRIP like 1	protein-coding	72.06
1-183	chr8	27837083	27838465	+	72.1	NA	promoter-TSS (NM_001363040)	promoter-TSS (NM_001363040)	43	NM_018492	55872		NM_018492	ENSG00000168078	PBK	CT84|HEL164|Nori-3|SPK|TOPK	PDZ binding kinase	protein-coding	72.06
1-184	chr7	158646606	158647988	+	71.7	NA	intron (NM_001281932, intron 25 of 28)	MER20|DNA|hAT-Charlie	55681	NR_049893	100847032		NR_049893	ENSG00000265598	MIR5707	-	microRNA 5707	ncRNA	71.72
1-185	chr5	849964	851346	+	70.3	NA	5' UTR (NM_024786, exon 1 of 13)	5' UTR (NM_024786, exon 1 of 13)	331	NM_024786	79844		NM_024786	ENSG00000188818	ZDHHC11	ZNF399	zinc finger DHHC-type containing 11	protein-coding	70.35
1-187	chr13	32427305	32428687	+	69.1	NA	exon (NM_001353628, exon 1 of 7)	exon (NM_001353628, exon 1 of 7)	134	NM_001353628	90634		NM_052818	ENSG00000139597	N4BP2L1	CG018	NEDD4 binding protein 2 like 1	protein-coding	69.14
1-186	chr1	156622164	156622604	+	69.1	NA	promoter-TSS (NR_135113)	promoter-TSS (NR_135113)	-456	NR_135113	101928177		NR_135113		LOC101928177	-	uncharacterized LOC101928177	ncRNA	14.17
1-188	chr12	4604287	4605669	+	68.5	NA	exon (NM_003845, exon 9 of 13)	exon (NM_003845, exon 9 of 13)	115	NM_001282286	8798		NM_003845	ENSG00000010219	DYRK4	-	dual specificity tyrosine phosphorylation regulated kinase 4	protein-coding	68.54
1-189	chr10	128125676	128127058	+	67.3	NA	promoter-TSS (NM_002417)	promoter-TSS (NM_002417)	56	NM_001145966	4288		NM_002417	ENSG00000148773	MKI67	KIA|MIB-|MIB-1|PPP1R105	marker of proliferation Ki-67	protein-coding	67.17
1-190	chr15	40238648	40240030	+	65.6	NA	promoter-TSS (NM_020168)	promoter-TSS (NM_020168)	276	NM_001276718	56924		NM_020168	ENSG00000137843	PAK6	PAK5	p21 (RAC1) activated kinase 6	protein-coding	65.62
1-191	chr4	1794943	1795171	+	64.7	NA	intron (NM_022965, intron 2 of 15)	CpG-20863	1745	NM_001163213	2261		NM_000142	ENSG00000068078	FGFR3	ACH|CD333|CEK2|HSFGFR3EX|JTK4	fibroblast growth factor receptor 3	protein-coding	5.58
1-192	chr19	11130271	11131653	+	64.6	NA	intron (NM_001195798, intron 17 of 17)	L2a|LINE|L2	17488	NR_106946	102465534		NR_106946	ENSG00000284553	MIR6886	hsa-mir-6886	microRNA 6886	ncRNA	64.59
1-193	chr12	6842967	6844349	+	64.1	NA	exon (NM_002075, exon 7 of 10)	exon (NM_002075, exon 7 of 10)	2733	NM_002075	2784		NM_002075	ENSG00000111664	GNB3	CSNB1H|HG2D	G protein subunit beta 3	protein-coding	64.08
1-194	chr8	69492046	69493428	+	63.7	NA	promoter-TSS (NM_001128206)	promoter-TSS (NM_001128206)	-110	NM_001128205	23213		NM_015170	ENSG00000137573	SULF1	SULF-1	sulfatase 1	protein-coding	63.73
1-195	chr4	103197672	103199054	+	63.5	NA	promoter-TSS (NM_001813)	promoter-TSS (NM_001813)	-20	NM_001813	1062		NM_001813	ENSG00000138778	CENPE	CENP-E|KIF10|MCPH13|PPP1R61	centromere protein E	protein-coding	63.48
1-196	chr11	65354017	65355399	+	62.7	NA	promoter-TSS (NM_145719)	promoter-TSS (NM_145719)	-43	NM_145719	220359		NM_145719	ENSG00000173825	TIGD3	-	tigger transposable element derived 3	protein-coding	62.70
1-198	chr6	33356922	33358304	+	62.4	NA	Intergenic	SVA_A|Retroposon|SVA	-28334	NM_001369203	113523636		NM_001369203	ENSG00000286920	SMIM40	-	small integral membrane protein 40	protein-coding	62.19
1-197	chr16	23727190	23728572	+	62.4	NA	Intergenic	Intergenic	-14659	NM_001308220	10595		NM_033266	ENSG00000134398	ERN2	IRE1-BETA|IRE1b|IRE2p|hIRE2p	endoplasmic reticulum to nucleus signaling 2	protein-coding	62.44
1-199	chr15	40244706	40246088	+	62.3	NA	intron (NM_001128628, intron 2 of 10)	intron (NM_001128628, intron 2 of 10)	5600	NM_020168	56924		NM_020168	ENSG00000137843	PAK6	PAK5	p21 (RAC1) activated kinase 6	protein-coding	62.27
1-200	chr6	30768835	30770217	+	61.7	NA	intron (NR_138037, intron 1 of 3)	intron (NR_138037, intron 1 of 3)	2701	NR_138037	105375013		NR_138037	ENSG00000228022	HCG20	NCRNA00149	HLA complex group 20	ncRNA	61.67
1-201	chr12	123269853	123271235	+	61.2	NA	promoter-TSS (NM_001270433)	promoter-TSS (NM_001270433)	-261	NM_001270433	8099		NM_004642	ENSG00000111328	CDK2AP1	DOC1|DORC1|ST19|doc-1|p12DOC-1	cyclin dependent kinase 2 associated protein 1	protein-coding	61.16
1-202	chr11	83006878	83008260	+	60.6	NA	intron (NM_001286060, intron 1 of 4)	intron (NM_001286060, intron 1 of 4)	26705	NM_001286059	27314		NM_014488	ENSG00000137502	RAB30	-	RAB30, member RAS oncogene family	protein-coding	60.55
1-204	chr5	177338658	177340040	+	60.1	NA	intron (NM_006816, intron 2 of 7)	MIRb|SINE|MIR	12319	NM_006816	10960		NM_006816	ENSG00000169223	LMAN2	C5orf8|GP36B|VIP36	lectin, mannose binding 2	protein-coding	60.13
1-203	chr2	112692088	112693470	+	60.1	NA	Intergenic	Intergenic	-28707	NM_001350494	284958		NM_001350494	ENSG00000144130	NT5DC4	-	5'-nucleotidase domain containing 4	protein-coding	60.13
1-205	chr5	126874734	126876116	+	58.6	NA	intron (NM_178450, intron 4 of 4)	intron (NM_178450, intron 4 of 4)	98289	NM_001198557	4001		NM_005573	ENSG00000113368	LMNB1	ADLD|LMN|LMN2|LMNB|MCPH26	lamin B1	protein-coding	58.58
1-206	chr12	123120108	123121490	+	57.9	NA	intron (NM_001300801, intron 1 of 25)	intron (NM_001300801, intron 1 of 25)	-15283	NM_001384665	57605		NM_020845	ENSG00000090975	PITPNM2	NIR-3|NIR3|RDGB2|RDGBA2	phosphatidylinositol transfer protein membrane associated 2	protein-coding	57.89
1-207	chr1	1057959	1059341	+	57.4	NA	Intergenic	Intergenic	-1084	NR_148960	100288175		NR_148960	ENSG00000291156	LOC100288175	-	uncharacterized LOC100288175	ncRNA	57.38
1-208	chr5	912006	913388	+	56.9	NA	intron (NM_004237, intron 10 of 12)	CpG	19813	NM_001166260	9319		NM_004237	ENSG00000071539	TRIP13	16E1BP|MVA3|OOMD9|OZEMA9	thyroid hormone receptor interactor 13	protein-coding	56.86
1-210	chr6	30706844	30708226	+	56.6	NA	intron (NM_014641, intron 8 of 14).3	intron (NM_014641, intron 8 of 14).3	4468	NR_133647	106478956		NR_133647	ENSG00000224328	MDC1-AS1	MDC1-AS	MDC1 antisense RNA 1	ncRNA	56.60
1-209	chr6	30706844	30708226	+	56.6	NA	intron (NM_014641, intron 8 of 14).3	intron (NM_014641, intron 8 of 14).3	4468	NR_133647	106478956		NR_133647	ENSG00000224328	MDC1-AS1	MDC1-AS	MDC1 antisense RNA 1	ncRNA	56.60
1-211	chr4	1692966	1694348	+	55.6	NA	exon (NM_001306074, exon 7 of 7)	exon (NM_001306074, exon 7 of 7)	-9344	NM_001174070	152877		NM_001013622	ENSG00000174137	FAM53A	DNTNP	family with sequence similarity 53 member A	protein-coding	55.57
